cfop,codigo_barras,codigo_produto,created_at,descricao,id,ncm,nfe_id,numero_item,quantidade,valor_total,valor_unitario
5403,7897801300360,20581,2026-03-22T01:10:44.579687+00:00,ADAPT SOLD CX D AG 25X3/4 MRM KRONA - REF 342,507426,39174090,95030,8,6.0,26.22,4.37
5403,7899741900204,98095,2026-03-22T01:10:44.579687+00:00,ARRUELA LISA GALV D 3/8 KG MABELINI,507427,73182200,95030,9,1.0,22.31,22.31
5403,3528702562659,118502,2026-03-22T01:10:44.579687+00:00,"CAMARA AR P/CARRIN 3,25X8 LEVORIN",507428,40139000,95030,10,3.0,41.31,13.77
5102,7898489750041,604,2026-03-22T01:10:44.579687+00:00,"CORRENTE GALV P/CAES N04 1,5M WS PET - REF 1020046",507429,73158900,95030,11,1.0,62.75,62.75
5102,7707064300529,116552,2026-03-22T01:10:44.579687+00:00,CRAVO CORONA JN7 MATTHEIS,507430,73170090,95030,12,2.0,83.18,41.59
5403,7896451824783,9046,2026-03-22T01:10:44.579687+00:00,DUCHA MAXI DUCHA ULTRA 5500W 127V LORENZETTI - REF 7530112,507431,85161000,95030,13,3.0,179.19,59.73
5403,17897801301579,72988,2026-03-22T01:10:44.579687+00:00,LUVA SOLD 032MM MRM KRONA - REF 437,507432,39174090,95030,14,1.0,30.53,30.53
5102,7898602590493,102141,2026-03-22T01:10:44.579687+00:00,MARMITA TERM ALUM 16 RED MSR - REF 1277,507433,96170010,95030,15,3.0,77.16,25.72
5403,7892183072539,113404,2026-03-22T01:10:44.579687+00:00,PORCA SEXT GALV UNC E 3/8 C/200 JOMARCA #N - REF 26519/31225,507434,73181600,95030,16,1.0,32.58,32.58
5403,7891738019234,87689,2026-03-22T01:10:44.579687+00:00,PREGO 22X48 4.1/4X5 KG C/CAB GERDAU,507435,73170090,95030,17,3.0,36.24,12.08
5403,7891738029080,87690,2026-03-22T01:10:44.579687+00:00,PREGO 25X72 6.1/2X2 KG C/CAB GERDAU,507436,73170090,95030,18,3.0,42.51,14.17
5403,17897208681519,82288,2026-03-22T01:10:44.579687+00:00,PREGO GALV 12X12 50G S/CAB BARTOFIL,507437,73170090,95030,19,1.0,14.57,14.57
5403,17897208681526,82308,2026-03-22T01:10:44.579687+00:00,PREGO GALV 15X15 100G C/CAB BARTOFIL,507438,73170090,95030,20,2.0,52.6,26.3
5102,7898231361013,98961,2026-03-22T01:10:44.579687+00:00,RATICIDA GIRASSOL RAT-OFF 25G TECNOCELL,507439,38089919,95030,21,1.0,39.33,39.33
5403,17897801301012,72687,2026-03-22T01:10:44.579687+00:00,REGISTRO ESF SOLD 25MM KRONA - REF 541,507440,84818095,95030,22,1.0,23.14,23.14
5102,7891249061777,3777,2026-03-22T01:10:44.579687+00:00,REGULADOR GAS 505/01 PEQ C/MANG 80CM ALIANCA - REF 505/01,507441,84811000,95030,23,2.0,74.36,37.18
5102,27898405962422,117109,2026-03-22T01:10:44.579687+00:00,COLA INST 401 20G ALMASUPER(E),507442,35061010,95030,24,1.0,46.93,46.93
5102,7898019861773,15130,2026-03-22T01:10:44.579687+00:00,COLOSSO PULVERIZACAO 100ML OUROFINO(E),507443,38089192,95030,25,4.0,82.4,20.6
5102,7898049716609,127285,2026-03-22T01:10:44.579687+00:00,DECTOMAX INJ 050ML ZOETIS #I(E) - REF 10022865,507444,30049059,95030,26,4.0,126.88,31.72
5403,7898011975317,94902,2026-03-22T01:10:44.579687+00:00,DISCO CORTE DIAM SEGM 110X20MM THOMPSON(E) - REF 691,507445,68042119,95030,27,5.0,34.1,6.82
5403,97898105770258,119361,2026-03-22T01:10:44.579687+00:00,*FITA ISOLANTE AZL 10M FOXLUX(E) - REF 10.08,507446,39191020,95030,28,1.0,25.09,25.09
5403,7891645000080,462,2026-03-22T01:10:44.579687+00:00,LIMA ENXADA 08 KF(E) - REF 8992,507447,82031010,95030,29,1.0,121.4,121.4
5102,7898006191555,97683,2026-03-22T01:10:44.579687+00:00,OCITOCINA 50ML UCBVET(E),507448,30043922,95030,30,6.0,34.02,5.67
5102,7896009761911,62309,2026-03-22T01:10:44.579687+00:00,PILHA COMUM AAA PALITO C/4 AML/AZL RAYOVAC #I(E) - REF 10307,507449,85061020,95030,31,3.0,24.3,8.1
5102,7898006191418,126598,2026-03-22T01:10:44.579687+00:00,PLACENTINA FORTE 10ML UCBVET(E) - REF PR10A316,507450,30043922,95030,32,6.0,46.68,7.78
5102,7898049717729,97245,2026-03-22T01:10:44.579687+00:00,TERRAMICINA L.A. SOLUCAO INJ 050ML ZOETIS #I(E),507451,30042099,95030,33,4.0,89.48,22.37
5403,7898059540898,2005,2026-03-22T01:10:44.579687+00:00,TORN JARD PLAST 1/2 C/ADAPT 3/4 PTA HERC(E) - REF 1128,507452,84818099,95030,34,1.0,23.4,23.4
6101,,300,2026-03-22T01:11:36.753332+00:00,MALHA PV ANTIPILLING / PRETO - POLIESTER (PES) 65% VISCOSE (CV) 35%,507453,60069000,95031,1,117.16,4161.52,35.52
6101,,400,2026-03-22T01:11:52.706416+00:00,MALHA PP ANTIPILLING / BRANCO - POLIESTER (PES) 100%,507454,60063290,95032,1,120.29,2899.0,24.1
6101,,825,2026-03-22T01:11:52.706416+00:00,INTERDRY / BRANCO - POLIESTER (PES) 100%,507455,60063290,95032,2,193.24,5789.47,29.96
5401,7896093201089,002512,2026-03-22T01:51:00.758817+00:00,PAO DE HAMBUR. C/12 GERG 780GR.,507456,19059090,95033,1,20.0,276.0,13.8
5403,17896581358667,000000000000043856,2026-03-22T01:51:06.437527+00:00,"MORTADELA SABOR FRANGO MINI 400G CX9,2KG",507457,16010000,95034,1,1.0,88.96,88.96
5401,7896581348203,000000000000043845,2026-03-22T01:51:06.437527+00:00,"SALSICHA RESFRIADA PCT 3,3 KG CX 13,2 KG",507458,16010000,95034,2,1.0,112.99,112.99
5102,7908104753811,243,2026-03-22T01:51:24.734981+00:00,SACO DELIVERY IMPRESSO PP 3KG 25X12X8 C/100 UNID - 0606019 - KAMBE PC,507459,48043990,95035,1,1.0,36.5,36.5
5102,7908104749838,244,2026-03-22T01:51:24.734981+00:00,SACO DELIVERY IMPRESSO P 5KG 30X17X10 C/100 UNID - 0606005 - KAMBE PC,507460,48043990,95035,2,1.0,43.7,43.7
5102,,1238,2026-03-22T01:51:24.734981+00:00,BANDEJA IPM STAMP MARROM 6X9X5CM - 20200100090 - INOVA PAPAN. PC,507461,48192000,95035,3,1.0,76.3,76.3
5102,7896102813111,753,2026-03-22T01:51:24.734981+00:00,MOLHO DO CHEF BAG 1.1KG - 20522465 - JUNIOR UN,507462,21039099,95035,4,1.0,27.4,27.4
5102,7898703420347,478,2026-03-22T01:51:24.734981+00:00,LUVA NITRILICA PRETA M C/100 UNID. - 3037 - INOVEN CX,507463,63079010,95035,5,1.0,31.5,31.5
5102,7908504500350,204,2026-03-22T01:51:24.734981+00:00,PAPEL ACOPLADO C/ PELICULA 40X40 - 400FLS - 051 - DALPACK CX,507464,48115930,95035,6,1.0,44.5,44.5
5403,7899192200915,122211,2026-03-22T01:51:28.643845+00:00,TELA GALINHEIRO F18 A180 MALHA 2 50M BELGO #I,507465,73144100,95036,1,1.0,659.64,659.64
5401,7896093201089,002512,2026-03-22T01:51:54.991892+00:00,PAO DE HAMBUR. C/12 GERG 780GR.,507466,19059090,95037,1,40.0,552.0,13.8
5401,7896093201089,002512,2026-03-22T01:53:01.103949+00:00,PAO DE HAMBUR. C/12 GERG 780GR.,507467,19059090,95038,1,30.0,414.0,13.8
5102,7898115753149,PA444,2026-03-22T01:53:21.799416+00:00,"GRANOLA LINHA PROFISSIONAL 1,5 KG",507468,19041000,95039,1,4.0,178.56,44.64
5102,7898115751619,PA081,2026-03-22T01:53:21.799416+00:00,GRANOLA TIA SONIA 1KG SEM PASSAS,507469,19041000,95039,2,8.0,296.32,37.04
5929,,001,2026-03-22T01:53:35.449724+00:00,GASOLINA COMUM,507470,27101259,95040,1,38.92,228.07,5.86
