cfop,codigo_barras,codigo_produto,created_at,descricao,id,ncm,nfe_id,numero_item,quantidade,valor_total,valor_unitario
5102,,0475,2026-03-19T13:36:39.859044+00:00,BOMBOM DE NINHO COM UVA,429876,21069090,76938,2,1.0,8.0,8.0
5405,,0319,2026-03-19T13:36:40.728476+00:00,AGUA COM GAS,429877,21069090,76939,1,1.0,4.5,4.5
5102,,0491,2026-03-19T13:36:40.728476+00:00,CAPPUCCINO DE CHOCOLATE,429878,21011200,76939,2,2.0,28.0,14.0
5102,,0021,2026-03-19T13:36:40.728476+00:00,PAO DE QUEIJO PORCAO 6un,429879,21069090,76939,3,1.0,17.0,17.0
5102,,0004,2026-03-19T13:36:41.311981+00:00,CROISSANT COM CARNE,429880,21069090,76940,1,1.0,26.0,26.0
5102,,0523,2026-03-19T13:36:41.83062+00:00,COXINHA DE CREME BRULEE,429881,21069090,76941,1,1.0,6.0,6.0
5102,,0611,2026-03-19T13:36:42.34497+00:00,CAMAFEU,429882,21069090,76942,1,1.0,8.0,8.0
5102,,0102,2026-03-19T13:36:42.856368+00:00,SUCO DE ABACAXI C/ HORTELA,429883,20098919,76943,1,1.0,12.0,12.0
5102,,0632,2026-03-19T13:36:42.856368+00:00,BOMBOM TOFFEE,429884,21069090,76943,2,1.0,5.0,5.0
5405,,0318,2026-03-19T13:36:43.399452+00:00,AGUA SEM GAS,429885,21069090,76944,1,1.0,4.0,4.0
5102,,0112,2026-03-19T13:36:43.925271+00:00,DALGONA COFFEE,429886,20098919,76945,1,1.0,16.0,16.0
5102,,0359,2026-03-19T13:36:43.925271+00:00,ADD CHANTILY,429887,20098919,76945,2,1.0,3.0,3.0
5102,,0413,2026-03-19T13:36:44.612491+00:00,TORTA DE PRESTIGIO,429888,09023000,76946,1,1.0,15.0,15.0
5102,,0070,2026-03-19T13:36:44.612491+00:00,FLAT WHITE,429889,21011200,76946,2,2.0,20.0,10.0
5102,,0487,2026-03-19T13:36:45.29993+00:00,BROWNIE C/ SORVETE,429890,21069090,76947,1,1.0,15.0,15.0
5405,,0316,2026-03-19T13:36:45.29993+00:00,COCA COLA LATA,429891,22021000,76947,2,1.0,8.0,8.0
5405,,0317,2026-03-19T13:36:45.29993+00:00,COCA COLA ZERO,429892,21069090,76947,3,1.0,8.0,8.0
5102,,0004,2026-03-19T13:36:45.29993+00:00,CROISSANT COM CARNE,429893,21069090,76947,4,2.0,52.0,26.0
5102,,0491,2026-03-19T13:36:45.90628+00:00,CAPPUCCINO DE CHOCOLATE,429894,21011200,76948,1,1.0,14.0,14.0
5102,,0006,2026-03-19T13:36:45.90628+00:00,CROISSANT COM LOMBO,429895,21069090,76948,2,1.0,20.0,20.0
5102,,0071,2026-03-19T13:36:45.90628+00:00,MOCHA (MOCHACCINO),429896,21011200,76948,3,1.0,16.0,16.0
5102,,0017,2026-03-19T13:36:45.90628+00:00,PAO DE QUEIJO C/ FRANGO,429897,21069090,76948,4,1.0,17.0,17.0
5102,,0594,2026-03-19T13:36:46.512293+00:00,BOMBOM DE CEREJA,429898,21069090,76949,1,1.0,8.0,8.0
5102,,0629,2026-03-19T13:36:46.512293+00:00,BOMBOM DE OREO,429899,21069090,76949,2,1.0,8.0,8.0
5102,,0477,2026-03-19T13:36:47.074306+00:00,BOMBOM DE MARACUJA,429900,21069090,76950,1,2.0,16.0,8.0
5405,,0316,2026-03-19T13:36:47.074306+00:00,COCA COLA LATA,429901,22021000,76950,2,1.0,8.0,8.0
5102,,0586,2026-03-19T13:36:47.601199+00:00,BUBBLE SUCO (MONTE SUA BUBBLE),429902,09023000,76951,1,1.0,22.0,22.0
5102,,0005,2026-03-19T13:36:47.601199+00:00,CROISSANT COM FRANGO,429903,21069090,76951,2,1.0,25.0,25.0
5102,,0335,2026-03-19T13:36:47.601199+00:00,TORTA DE MORANGO,429904,09023000,76951,3,1.0,18.0,18.0
5405,,0318,2026-03-19T13:36:48.309187+00:00,AGUA SEM GAS,429905,21069090,76952,1,1.0,4.0,4.0
5102,,0630,2026-03-19T13:36:48.829453+00:00,PAO DE QUEIJO UN,429906,21069090,76953,1,2.0,15.0,7.5
5405,,0317,2026-03-19T13:36:48.829453+00:00,COCA COLA ZERO,429907,21069090,76953,2,1.0,8.0,8.0
5102,,0594,2026-03-19T13:36:48.829453+00:00,BOMBOM DE CEREJA,429908,21069090,76953,3,1.0,8.0,8.0
5405,,0316,2026-03-19T13:36:49.419344+00:00,COCA COLA LATA,429909,22021000,76954,1,1.0,8.0,8.0
5102,,0005,2026-03-19T13:36:49.419344+00:00,CROISSANT COM FRANGO,429910,21069090,76954,2,1.0,25.0,25.0
5102,,0638,2026-03-19T13:36:49.971067+00:00,DONUTS CHOCOLATE,429911,21069090,76955,1,2.0,20.0,10.0
5102,,0608,2026-03-19T13:36:50.484273+00:00,MACARON LIMAO,429912,21069090,76956,1,1.0,6.0,6.0
5102,,0607,2026-03-19T13:36:50.484273+00:00,MACARON CHOCOLATE,429913,21069090,76956,2,1.0,6.0,6.0
5102,,0630,2026-03-19T13:36:51.189013+00:00,PAO DE QUEIJO UN,429914,21069090,76957,1,2.0,15.0,7.5
5102,,0312,2026-03-19T13:36:51.189013+00:00,COADO,429915,21011200,76957,2,2.0,12.0,6.0
5102,,0594,2026-03-19T13:36:51.716152+00:00,BOMBOM DE CEREJA,429916,21069090,76958,1,1.0,8.0,8.0
5102,,0491,2026-03-19T13:36:51.716152+00:00,CAPPUCCINO DE CHOCOLATE,429917,21011200,76958,2,1.0,14.0,14.0
5102,,0087,2026-03-19T13:36:51.716152+00:00,CHOCOLATE QUENTE,429918,21011200,76958,3,1.0,18.0,18.0
5102,,0004,2026-03-19T13:36:51.716152+00:00,CROISSANT COM CARNE,429919,21069090,76958,4,1.0,26.0,26.0
5102,,0006,2026-03-19T13:36:51.716152+00:00,CROISSANT COM LOMBO,429920,21069090,76958,5,1.0,20.0,20.0
5102,,0399,2026-03-19T13:36:52.364276+00:00,TORTA DE MARACUJA,429921,21069090,76959,1,1.0,15.0,15.0
5102,,0578,2026-03-19T13:36:52.8864+00:00,CHOCO AFFOGATO,429922,21011200,76960,1,1.0,16.0,16.0
5102,,0492,2026-03-19T13:36:52.8864+00:00,TOAST CAPRESE,429923,21069090,76960,2,1.0,20.0,20.0
5102,,0068,2026-03-19T13:36:53.444827+00:00,LATTE (CAFE COM LEITE),429924,21011200,76961,1,1.0,10.0,10.0
5102,,0638,2026-03-19T13:36:53.444827+00:00,DONUTS CHOCOLATE,429925,21069090,76961,2,1.0,10.0,10.0
5102,,0066,2026-03-19T13:36:54.130629+00:00,CAPPUCCINO,429926,21011200,76962,1,1.0,14.0,14.0
5102,,0593,2026-03-19T13:36:54.130629+00:00,OMELETE DA CASA,429927,21069090,76962,2,1.0,13.0,13.0
5405,,0318,2026-03-19T13:36:54.682651+00:00,AGUA SEM GAS,429928,21069090,76963,1,1.0,4.0,4.0
5102,,0008,2026-03-19T13:36:54.682651+00:00,CROISSANT COM NUTELLA E MORANGOS,429929,21069090,76963,2,1.0,25.0,25.0
5405,,0319,2026-03-19T13:36:55.249863+00:00,AGUA COM GAS,429930,21069090,76964,1,4.0,18.0,4.5
5102,,0081,2026-03-19T13:36:55.249863+00:00,CHEMEX,429931,21011200,76964,2,1.0,12.0,12.0
5102,,0395,2026-03-19T13:36:55.249863+00:00,CROISSANT COM PRESUNTO E QUEIJO,429932,21069090,76964,3,1.0,20.0,20.0
5102,,0335,2026-03-19T13:36:55.249863+00:00,TORTA DE MORANGO,429933,09023000,76964,4,1.0,18.0,18.0
5102,,0022,2026-03-19T13:36:55.866717+00:00,WAFFLE,429934,21069090,76965,1,1.0,18.0,18.0
5102,,0335,2026-03-19T13:36:56.373547+00:00,TORTA DE MORANGO,429935,09023000,76966,1,1.0,18.0,18.0
5102,,0492,2026-03-19T13:36:57.039572+00:00,TOAST CAPRESE,429936,21069090,76967,1,2.0,40.0,20.0
5405,,0317,2026-03-19T13:36:57.039572+00:00,COCA COLA ZERO,429937,21069090,76967,2,1.0,8.0,8.0
5102,,0118,2026-03-19T13:36:57.039572+00:00,MATCHA LATTE,429938,09023000,76967,3,1.0,12.0,12.0
5102,,0618,2026-03-19T13:36:57.039572+00:00,VANILLA LATTE,429939,21011200,76967,4,1.0,14.0,14.0
5405,,0318,2026-03-19T13:36:57.039572+00:00,AGUA SEM GAS,429940,21069090,76967,5,1.0,4.0,4.0
5102,,0487,2026-03-19T13:36:57.646541+00:00,BROWNIE C/ SORVETE,429941,21069090,76968,1,1.0,15.0,15.0
5102,,0114,2026-03-19T13:36:58.175544+00:00,STRAWBERRY MATCHA LATTE,429942,09023000,76969,1,1.0,16.0,16.0
5102,,0451,2026-03-19T13:36:58.175544+00:00,TOAST AMERICAN,429943,21069090,76969,2,1.0,25.0,25.0
5102,,0491,2026-03-19T13:36:58.702671+00:00,CAPPUCCINO DE CHOCOLATE,429944,21011200,76970,1,1.0,14.0,14.0
5102,,0076,2026-03-19T13:36:58.702671+00:00,CAFE ESPRESSO LONGO,429945,21011200,76970,2,1.0,8.0,8.0
5102,,0312,2026-03-19T13:36:59.23072+00:00,COADO,429946,21011200,76971,1,1.0,6.0,6.0
5102,,0005,2026-03-19T13:36:59.23072+00:00,CROISSANT COM FRANGO,429947,21069090,76971,2,1.0,25.0,25.0
5102,,0395,2026-03-19T13:36:59.23072+00:00,CROISSANT COM PRESUNTO E QUEIJO,429948,21069090,76971,3,1.0,20.0,20.0
5102,,0102,2026-03-19T13:36:59.23072+00:00,SUCO DE ABACAXI C/ HORTELA,429949,20098919,76971,4,1.0,12.0,12.0
5102,,0335,2026-03-19T13:36:59.970134+00:00,TORTA DE MORANGO,429950,09023000,76972,1,2.0,36.0,18.0
5102,,0629,2026-03-19T13:36:59.970134+00:00,BOMBOM DE OREO,429951,21069090,76972,2,1.0,8.0,8.0
5102,,0096,2026-03-19T13:37:00.543551+00:00,SODA ITALIANA DE AMORA,429952,20098919,76973,1,1.0,12.0,12.0
5102,,0006,2026-03-19T13:37:01.057504+00:00,CROISSANT COM LOMBO,429953,21069090,76974,1,1.0,20.0,20.0
5102,,0101,2026-03-19T13:37:01.057504+00:00,SODA ITALIANA DE MACA VERDE,429954,20098919,76974,2,1.0,12.0,12.0
5102,,0487,2026-03-19T13:37:01.595324+00:00,BROWNIE C/ SORVETE,429955,21069090,76975,1,1.0,15.0,15.0
5102,,0005,2026-03-19T13:37:01.595324+00:00,CROISSANT COM FRANGO,429956,21069090,76975,2,1.0,25.0,25.0
5405,,0625,2026-03-19T13:37:01.595324+00:00,GUARANA ANTARTICA,429957,22021000,76975,3,1.0,7.0,7.0
5102,,0103,2026-03-19T13:37:01.595324+00:00,SUCO DE LARANJA,429958,20098919,76975,4,1.0,12.0,12.0
5102,,0101,2026-03-19T13:37:02.219568+00:00,SODA ITALIANA DE MACA VERDE,429959,20098919,76976,1,1.0,12.0,12.0
5102,,0009,2026-03-19T13:37:02.219568+00:00,TAPIOCA COM CARNE,429960,21069090,76976,2,1.0,21.0,21.0
5102,,0024,2026-03-19T13:37:02.840153+00:00,BOLO NO POTE,429961,21069090,76977,1,1.0,15.0,15.0
5102,,0112,2026-03-19T13:37:02.840153+00:00,DALGONA COFFEE,429962,20098919,76977,2,1.0,16.0,16.0
5405,,0319,2026-03-19T13:37:03.527941+00:00,AGUA COM GAS,429963,21069090,76978,1,1.0,4.5,4.5
5102,,0487,2026-03-19T13:37:03.527941+00:00,BROWNIE C/ SORVETE,429964,21069090,76978,2,1.0,15.0,15.0
5102,,0627,2026-03-19T13:37:03.527941+00:00,TOAST FRANGO,429965,21069090,76978,3,1.0,27.0,27.0
5102,,0434,2026-03-19T13:37:04.173662+00:00,QUICHE DE MARGUERITA,429966,21069090,76979,1,1.0,15.0,15.0
5102,,0103,2026-03-19T13:37:04.173662+00:00,SUCO DE LARANJA,429967,20098919,76979,2,1.0,12.0,12.0
5102,,0043,2026-03-19T13:37:04.173662+00:00,TIRAMISU,429968,21069090,76979,3,1.0,20.0,20.0
5102,,0066,2026-03-19T13:37:04.727798+00:00,CAPPUCCINO,429969,21011200,76980,1,2.0,28.0,14.0
5405,,0317,2026-03-19T13:37:04.727798+00:00,COCA COLA ZERO,429970,21069090,76980,2,1.0,8.0,8.0
5102,,0488,2026-03-19T13:37:04.727798+00:00,CROISSANT COM CREME DE QUEIJO,429971,21069090,76980,3,1.0,22.0,22.0
5102,,0005,2026-03-19T13:37:04.727798+00:00,CROISSANT COM FRANGO,429972,21069090,76980,4,1.0,25.0,25.0
5102,,0001,2026-03-19T13:37:05.312811+00:00,GUDY TOAST,429973,21069090,76981,1,1.0,13.0,13.0
5102,,0103,2026-03-19T13:37:05.312811+00:00,SUCO DE LARANJA,429974,20098919,76981,2,1.0,12.0,12.0
5102,,0477,2026-03-19T13:37:05.312811+00:00,BOMBOM DE MARACUJA,429975,21069090,76981,3,1.0,8.0,8.0
5102,,0587,2026-03-19T13:37:05.946744+00:00,BUBBLE MATCHA (MONTE SUA BUBBLE),429976,09023000,76982,1,1.0,22.0,22.0
5102,,0523,2026-03-19T13:37:05.946744+00:00,COXINHA DE CREME BRULEE,429977,21069090,76982,2,1.0,8.0,8.0
5102,,0312,2026-03-19T13:37:06.623888+00:00,COADO,429978,21011200,76983,1,2.0,12.0,6.0
5102,,0103,2026-03-19T13:37:07.125887+00:00,SUCO DE LARANJA,429979,20098919,76984,1,1.0,12.0,12.0
5102,,0477,2026-03-19T13:37:07.791907+00:00,BOMBOM DE MARACUJA,429980,21069090,76985,1,2.0,16.0,8.0
5102,,0594,2026-03-19T13:37:07.791907+00:00,BOMBOM DE CEREJA,429981,21069090,76985,2,2.0,16.0,8.0
5102,,0487,2026-03-19T13:37:08.322039+00:00,BROWNIE C/ SORVETE,429982,21069090,76986,1,1.0,15.0,15.0
5102,,0593,2026-03-19T13:37:08.322039+00:00,OMELETE DA CASA,429983,21069090,76986,2,1.0,13.0,13.0
5102,,0103,2026-03-19T13:37:08.322039+00:00,SUCO DE LARANJA,429984,20098919,76986,3,1.0,12.0,12.0
5102,,0337,2026-03-19T13:37:08.322039+00:00,ADD CARNE DE BOI,429985,21069090,76986,4,1.0,7.0,7.0
5405,,0319,2026-03-19T13:37:08.322039+00:00,AGUA COM GAS,429986,21069090,76986,5,1.0,4.5,4.5
5405,,0319,2026-03-19T13:37:08.923455+00:00,AGUA COM GAS,429987,21069090,76987,1,1.0,4.5,4.5
5102,,0586,2026-03-19T13:37:08.923455+00:00,BUBBLE SUCO (MONTE SUA BUBBLE),429988,09023000,76987,2,1.0,22.0,22.0
5102,,0006,2026-03-19T13:37:08.923455+00:00,CROISSANT COM LOMBO,429989,21069090,76987,3,1.0,20.0,20.0
5102,,0335,2026-03-19T13:37:08.923455+00:00,TORTA DE MORANGO,429990,09023000,76987,4,0.5,9.0,18.0
5102,,0380,2026-03-19T13:37:09.494934+00:00,COXINHA DE MORANGO,429991,21069090,76988,1,1.0,8.0,8.0
5102,,0004,2026-03-19T13:37:09.995657+00:00,CROISSANT COM CARNE,429992,21069090,76989,1,1.0,26.0,26.0
5102,,0103,2026-03-19T13:37:09.995657+00:00,SUCO DE LARANJA,429993,20098919,76989,2,1.0,12.0,12.0
5102,,0585,2026-03-19T13:37:10.523751+00:00,GUDY DO CHEFE,429994,21069090,76990,1,1.0,16.0,16.0
5102,,0097,2026-03-19T13:37:10.523751+00:00,SODA ITALIANA DE MORANGO,429995,20098919,76990,2,1.0,12.0,12.0
5102,,0594,2026-03-19T13:37:10.523751+00:00,BOMBOM DE CEREJA,429996,21069090,76990,3,2.0,16.0,8.0
5102,,0611,2026-03-19T13:37:11.100837+00:00,CAMAFEU,429997,21069090,76991,1,1.0,8.0,8.0
5102,,0380,2026-03-19T13:37:11.100837+00:00,COXINHA DE MORANGO,429998,21069090,76991,2,2.0,16.0,8.0
5102,,0629,2026-03-19T13:37:11.6638+00:00,BOMBOM DE OREO,429999,21069090,76992,1,3.0,24.0,8.0
5102,,0609,2026-03-19T13:37:11.6638+00:00,MACARON MORANGO,430000,21069090,76992,2,2.0,12.0,6.0
5102,,0634,2026-03-19T13:37:11.6638+00:00,BOMBOM CAFE,430001,21069090,76992,3,1.0,5.0,5.0
5102,,0631,2026-03-19T13:37:11.6638+00:00,BOMBOM DE LARANJA,430002,21069090,76992,4,2.0,10.0,5.0
5102,,0475,2026-03-19T13:37:11.6638+00:00,BOMBOM DE NINHO COM UVA,430003,21069090,76992,5,1.0,6.0,6.0
5102,,0633,2026-03-19T13:37:11.6638+00:00,BOMBOM MARU,430004,21069090,76992,6,1.0,5.0,5.0
5405,,0317,2026-03-19T13:37:11.6638+00:00,COCA COLA ZERO,430005,21069090,76992,7,2.0,16.0,8.0
5102,,0627,2026-03-19T13:37:11.6638+00:00,TOAST FRANGO,430006,21069090,76992,8,1.0,27.0,27.0
5102,,0572,2026-03-19T13:37:12.349939+00:00,BUBBLE YAKULT (MONTE SUA BUBBLE),430007,09023000,76993,1,1.0,22.0,22.0
5102,,0292,2026-03-19T13:37:12.349939+00:00,CROISSANT,430008,21069090,76993,2,1.0,17.0,17.0
5102,,0005,2026-03-19T13:37:12.349939+00:00,CROISSANT COM FRANGO,430009,21069090,76993,3,2.0,50.0,25.0
5102,,0116,2026-03-19T13:37:12.349939+00:00,MATCHA.,430010,09023000,76993,4,1.0,8.0,8.0
5102,,0066,2026-03-19T13:37:12.923816+00:00,CAPPUCCINO,430011,21011200,76994,1,1.0,14.0,14.0
5102,,0006,2026-03-19T13:37:12.923816+00:00,CROISSANT COM LOMBO,430012,21069090,76994,2,1.0,20.0,20.0
5102,,0028,2026-03-19T13:37:13.450071+00:00,BROWNIE,430013,21069090,76995,1,1.0,11.0,11.0
5102,,0638,2026-03-19T13:37:14.121206+00:00,DONUTS CHOCOLATE,430014,21069090,76996,1,1.0,10.0,10.0
5102,,0451,2026-03-19T13:37:14.623045+00:00,TOAST AMERICAN,430015,21069090,76997,1,3.0,75.0,25.0
5405,,0318,2026-03-19T13:37:14.623045+00:00,AGUA SEM GAS,430016,21069090,76997,2,1.0,4.0,4.0
5102,,0103,2026-03-19T13:37:14.623045+00:00,SUCO DE LARANJA,430017,20098919,76997,3,1.0,12.0,12.0
5102,,0106,2026-03-19T13:37:14.623045+00:00,SUCO DETOX - BETERRABA,430018,20098919,76997,4,1.0,18.0,18.0
5102,,0335,2026-03-19T13:37:14.623045+00:00,TORTA DE MORANGO,430019,09023000,76997,5,1.0,18.0,18.0
5102,,0312,2026-03-19T13:37:15.26706+00:00,COADO,430020,21011200,76998,1,1.0,6.0,6.0
5102,,0433,2026-03-19T13:37:15.26706+00:00,QUICHE DE FRANGO,430021,21069090,76998,2,1.0,15.0,15.0
5102,,0103,2026-03-19T13:37:15.26706+00:00,SUCO DE LARANJA,430022,20098919,76998,3,1.0,12.0,12.0
5405,,0319,2026-03-19T13:37:15.817094+00:00,AGUA COM GAS,430023,21069090,76999,1,2.0,9.0,4.5
5405,,0318,2026-03-19T13:37:15.817094+00:00,AGUA SEM GAS,430024,21069090,76999,2,1.0,4.0,4.0
5102,,0626,2026-03-19T13:37:16.345687+00:00,TOAST CARNE AGRIDOCE,430025,21069090,77000,1,1.0,28.0,28.0
5102,,0001,2026-03-19T13:37:16.857164+00:00,GUDY TOAST,430026,21069090,77001,1,1.0,13.0,13.0
5102,,0106,2026-03-19T13:37:16.857164+00:00,SUCO DETOX - BETERRABA,430027,20098919,77001,2,2.0,36.0,18.0
5102,,0585,2026-03-19T13:37:17.381112+00:00,GUDY DO CHEFE,430028,21069090,77002,1,1.0,16.0,16.0
5102,,0103,2026-03-19T13:37:17.381112+00:00,SUCO DE LARANJA,430029,20098919,77002,2,1.0,12.0,12.0
5102,,0103,2026-03-19T13:37:17.909197+00:00,SUCO DE LARANJA,430030,20098919,77003,1,2.0,24.0,12.0
5102,,0005,2026-03-19T13:37:17.909197+00:00,CROISSANT COM FRANGO,430031,21069090,77003,2,2.0,50.0,25.0
5102,,0066,2026-03-19T13:37:18.435064+00:00,CAPPUCCINO,430032,21011200,77004,1,1.0,14.0,14.0
5102,,0395,2026-03-19T13:37:18.435064+00:00,CROISSANT COM PRESUNTO E QUEIJO,430033,21069090,77004,2,1.0,20.0,20.0
5102,,0008,2026-03-19T13:37:18.996928+00:00,CROISSANT COM NUTELLA E MORANGOS,430034,21069090,77005,1,1.0,25.0,25.0
5102,,0488,2026-03-19T13:37:19.497213+00:00,CROISSANT COM CREME DE QUEIJO,430035,21069090,77006,1,1.0,22.0,22.0
5102,,0103,2026-03-19T13:37:19.497213+00:00,SUCO DE LARANJA,430036,20098919,77006,2,1.0,12.0,12.0
5102,,0506,2026-03-19T13:37:20.024152+00:00,AMERICAN COOKIES,430037,21069090,77007,1,2.0,20.0,10.0
5102,,0084,2026-03-19T13:37:20.024152+00:00,AFFOGATO,430038,21011200,77007,2,1.0,12.0,12.0
5102,,0073,2026-03-19T13:37:20.024152+00:00,CARAMEL MACHIATO,430039,21011200,77007,3,1.0,16.0,16.0
5102,,0006,2026-03-19T13:37:20.024152+00:00,CROISSANT COM LOMBO,430040,21069090,77007,4,1.0,20.0,20.0
5102,,0005,2026-03-19T13:37:20.599023+00:00,CROISSANT COM FRANGO,430041,21069090,77008,1,1.0,25.0,25.0
5102,,0586,2026-03-19T13:37:21.099239+00:00,BUBBLE SUCO (MONTE SUA BUBBLE),430042,09023000,77009,1,1.0,22.0,22.0
5102,,0506,2026-03-19T13:37:21.616164+00:00,AMERICAN COOKIES,430043,21069090,77010,1,1.0,10.0,10.0
5102,,0632,2026-03-19T13:37:22.11307+00:00,BOMBOM TOFFEE,430044,21069090,77011,1,1.0,5.0,5.0
5102,,0028,2026-03-19T13:37:22.11307+00:00,BROWNIE,430045,21069090,77011,2,1.0,11.0,11.0
5102,,0523,2026-03-19T13:37:22.11307+00:00,COXINHA DE CREME BRULEE,430046,21069090,77011,3,1.0,6.0,6.0
5102,,0630,2026-03-19T13:37:22.11307+00:00,PAO DE QUEIJO UN,430047,21069090,77011,4,1.0,7.5,7.5
5405,,0316,2026-03-19T13:37:22.698055+00:00,COCA COLA LATA,430048,22021000,77012,1,1.0,8.0,8.0
5102,,0630,2026-03-19T13:37:22.698055+00:00,PAO DE QUEIJO UN,430049,21069090,77012,2,1.0,7.5,7.5
5102,,0039,2026-03-19T13:37:23.226074+00:00,AVOCADO TOAST,430050,21069090,77013,1,1.0,22.0,22.0
5102,,0102,2026-03-19T13:37:23.226074+00:00,SUCO DE ABACAXI C/ HORTELA,430051,20098919,77013,2,1.0,12.0,12.0
5102,,0335,2026-03-19T13:37:23.75731+00:00,TORTA DE MORANGO,430052,09023000,77014,1,1.0,18.0,18.0
5102,,0435,2026-03-19T13:37:24.296812+00:00,QUICHE DE QUEIJO,430053,21069090,77015,1,1.0,15.0,15.0
5102,,0335,2026-03-19T13:37:24.798463+00:00,TORTA DE MORANGO,430054,09023000,77016,1,1.0,18.0,18.0
5405,,0319,2026-03-19T13:37:25.452423+00:00,AGUA COM GAS,430055,21069090,77017,1,1.0,4.5,4.5
5102,,0066,2026-03-19T13:37:25.96433+00:00,CAPPUCCINO,430056,21011200,77018,1,2.0,28.0,14.0
5102,,0312,2026-03-19T13:37:25.96433+00:00,COADO,430057,21011200,77018,2,1.0,6.0,6.0
5102,,0005,2026-03-19T13:37:25.96433+00:00,CROISSANT COM FRANGO,430058,21069090,77018,3,1.0,25.0,25.0
5102,,0626,2026-03-19T13:37:25.96433+00:00,TOAST CARNE AGRIDOCE,430059,21069090,77018,4,1.0,28.0,28.0
5102,,0592,2026-03-19T13:37:25.96433+00:00,TOAST PARM,430060,21069090,77018,5,1.0,24.0,24.0
5102,,0487,2026-03-19T13:37:26.570663+00:00,BROWNIE C/ SORVETE,430061,21069090,77019,1,1.0,15.0,15.0
5102,,0491,2026-03-19T13:37:26.570663+00:00,CAPPUCCINO DE CHOCOLATE,430062,21011200,77019,2,1.0,14.0,14.0
5405,,0316,2026-03-19T13:37:26.570663+00:00,COCA COLA LATA,430063,22021000,77019,3,1.0,8.0,8.0
5102,,0009,2026-03-19T13:37:26.570663+00:00,TAPIOCA COM CARNE,430064,21069090,77019,4,1.0,21.0,21.0
5102,,0629,2026-03-19T13:37:27.147455+00:00,BOMBOM DE OREO,430065,21069090,77020,1,1.0,8.0,8.0
5102,,0005,2026-03-19T13:37:27.64736+00:00,CROISSANT COM FRANGO,430066,21069090,77021,1,1.0,25.0,25.0
5102,,0101,2026-03-19T13:37:27.64736+00:00,SODA ITALIANA DE MACA VERDE,430067,20098919,77021,2,1.0,12.0,12.0
5102,,0073,2026-03-19T13:37:28.166453+00:00,CARAMEL MACHIATO,430068,21011200,77022,1,1.0,16.0,16.0
5102,,0451,2026-03-19T13:37:28.166453+00:00,TOAST AMERICAN,430069,21069090,77022,2,1.0,25.0,25.0
5102,,0004,2026-03-19T13:37:28.682091+00:00,CROISSANT COM CARNE,430070,21069090,77023,1,1.0,26.0,26.0
